id,title,runtime,budget,revenue,vote_average,vote_count,genres,studios,profit,profit_margin
10501,The Road to El Dorado,89,95.0,76.432727,3.2800000000000002,2807,Animation,DreamWorks SKG,-18.567273,-0.24292307403869026
10501,The Road to El Dorado,89,95.0,76.432727,3.2800000000000002,2807,Comedy,DreamWorks SKG,-18.567273,-0.24292307403869026
10501,The Road to El Dorado,89,95.0,76.432727,3.2800000000000002,2807,Animation,DreamWorks Animation,-18.567273,-0.24292307403869026
10501,The Road to El Dorado,89,95.0,76.432727,3.2800000000000002,2807,Comedy,DreamWorks Animation,-18.567273,-0.24292307403869026
10527,Madagascar: Escape 2 Africa,89,150.0,603.900354,3.24,2070,Animation,DreamWorks Animation,453.900354,0.7516146513138159
10528,Sherlock Holmes,128,90.0,524.028679,3.77,12848,Action,Warner Bros.,434.028679,0.828253674642872
10530,Pocahontas,81,55.0,346.079773,2.96,15896,Animation,Walt Disney Pictures,291.079773,0.84107710334172
10530,Pocahontas,81,55.0,346.079773,2.96,15896,Drama,Walt Disney Pictures,291.079773,0.84107710334172
10538,Passenger 57,84,15.0,44.065653,2.85,1002,Action,Warner Bros.,29.065652999999998,0.6595988263239853
10539,James and the Giant Peach,79,38.0,28.921264,3.29,12565,Animation,Walt Disney Pictures,-9.078736,-0.31391214436547443
10545,The Hunchback of Notre Dame,91,100.0,100.138851,3.24,13053,Animation,Walt Disney Pictures,0.1388510000000025,0.0013865847132598166
10545,The Hunchback of Notre Dame,91,100.0,100.138851,3.24,13053,Drama,Walt Disney Pictures,0.1388510000000025,0.0013865847132598166
10555,Shark Tale,90,75.0,367.275019,2.8,2941,Animation,DreamWorks SKG,292.275019,0.7957933534270677
10555,Shark Tale,90,75.0,367.275019,2.8,2941,Comedy,DreamWorks SKG,292.275019,0.7957933534270677
10555,Shark Tale,90,75.0,367.275019,2.8,2941,Action,DreamWorks SKG,292.275019,0.7957933534270677
10555,Shark Tale,90,75.0,367.275019,2.8,2941,Animation,DreamWorks Animation,292.275019,0.7957933534270677
10555,Shark Tale,90,75.0,367.275019,2.8,2941,Comedy,DreamWorks Animation,292.275019,0.7957933534270677
10555,Shark Tale,90,75.0,367.275019,2.8,2941,Action,DreamWorks Animation,292.275019,0.7957933534270677
10559,Frequency,118,31.0,68.106245,3.55,9644,Science Fiction,New Line Cinema,37.106245,0.5448288185613522
10559,Frequency,118,31.0,68.106245,3.55,9644,Drama,New Line Cinema,37.106245,0.5448288185613522
10567,Dinosaur,82,127.5,354.248063,3.09,3026,Animation,Walt Disney Pictures,226.748063,0.6400827179681714
10589,After the Sunset,97,60.0,61.347797,3.14,934,Action,New Line Cinema,1.347797,0.021969770161428943
10589,After the Sunset,97,60.0,61.347797,3.14,934,Comedy,New Line Cinema,1.347797,0.021969770161428943
10589,After the Sunset,97,60.0,61.347797,3.14,934,Drama,New Line Cinema,1.347797,0.021969770161428943
10623,Cradle 2 the Grave,101,25.0,56.489558,2.81,641,Action,Warner Bros.,31.489558000000002,0.5574403326009384
10623,Cradle 2 the Grave,101,25.0,56.489558,2.81,641,Drama,Warner Bros.,31.489558000000002,0.5574403326009384
10625,Mean Girls,97,17.0,129.042871,3.55,7929,Comedy,Paramount Pictures,112.04287099999999,0.8682608355792084
10634,Friday,91,3.5,28.215918,3.55,5112,Comedy,New Line Cinema,24.715918,0.8759565433951148
10637,Remember the Titans,113,30.0,136.706683,3.7800000000000002,9836,Drama,Walt Disney Pictures,106.706683,0.7805520597701869
10647,Pay It Forward,122,40.0,55.707411,3.38,6982,Romance,Warner Bros.,15.707411,0.2819626817695764
10647,Pay It Forward,122,40.0,55.707411,3.38,6982,Drama,Warner Bros.,15.707411,0.2819626817695764
10649,The Enforcer,96,9.0,46.236,3.47,694,Action,Warner Bros.,37.236,0.8053464832597975
10650,Sudden Impact,117,22.0,67.642693,3.24,695,Action,Warner Bros.,45.642692999999994,0.6747616183761341
10669,Deliverance,109,2.0,46.122355,3.7800000000000002,9756,Drama,Warner Bros.,44.122355,0.9566370797848462
10674,Mulan,88,90.0,304.320254,3.69,11114,Animation,Walt Disney Pictures,214.32025399999998,0.7042589219184866
10675,Frantic,120,20.0,17.63795,3.39,1172,Drama,Warner Bros.,-2.36205,-0.13391862432992496
10681,WALL·E,98,180.0,521.31186,4.01,24538,Animation,Pixar Animation Studios,341.31186,0.6547172358595487
10681,WALL·E,98,180.0,521.31186,4.01,24538,Animation,Walt Disney Pictures,341.31186,0.6547172358595487
10715,Looney Tunes: Back in Action,90,80.0,68.514844,2.71,563,Animation,Warner Bros.,-11.485156000000003,-0.1676301853653787
10715,Looney Tunes: Back in Action,90,80.0,68.514844,2.71,563,Comedy,Warner Bros.,-11.485156000000003,-0.1676301853653787
10718,Torque,84,40.0,46.546197,2.06,359,Action,Warner Bros.,6.546196999999999,0.14063870781967427
10719,Elf,97,32.0,173.398518,3.36,7023,Comedy,New Line Cinema,141.398518,0.815454016740789
10730,King Kong,134,23.0,90.614445,2.81,3307,Drama,Paramount Pictures,67.614445,0.7461773340884006
10731,The Client,119,45.0,117.615211,3.47,16811,Drama,Warner Bros.,72.615211,0.6173964267257914
10734,Escape from Alcatraz,111,8.0,43.0,3.7800000000000002,2888,Drama,Paramount Pictures,35.0,0.813953488372093
10747,The Outlaw Josey Wales,135,3.7,31.8,3.93,3650,Drama,Warner Bros.,28.1,0.8836477987421384
10756,The Haunted Mansion,87,90.0,182.290266,2.41,894,Comedy,Walt Disney Pictures,92.290266,0.5062819207252679
10762,Without a Paddle,95,19.0,69.631118,2.85,999,Action,Paramount Pictures,50.631118,0.7271334922412132
10762,Without a Paddle,95,19.0,69.631118,2.85,999,Comedy,Paramount Pictures,50.631118,0.7271334922412132
10776,Little Shop of Horrors,94,25.0,38.748395,3.2800000000000002,9932,Horror,Warner Bros.,13.748395000000002,0.35481198640614664
10776,Little Shop of Horrors,94,25.0,38.748395,3.2800000000000002,9932,Comedy,Warner Bros.,13.748395000000002,0.35481198640614664
10865,Atlantis: The Lost Empire,95,120.0,186.053725,3.27,3637,Animation,Walt Disney Pictures,66.05372499999999,0.3550250068898109
10865,Atlantis: The Lost Empire,95,120.0,186.053725,3.27,3637,Science Fiction,Walt Disney Pictures,66.05372499999999,0.3550250068898109
10877,Exit Wounds,101,50.0,79.958599,2.65,882,Action,Warner Bros.,29.958599000000007,0.37467638721383806
10906,Pet Sematary II,100,8.0,17.092453,2.13,1105,Horror,Paramount Pictures,9.092452999999999,0.5319571743154713
10950,I Am Sam,132,22.0,92.542418,3.58,4128,Drama,New Line Cinema,70.542418,0.7622711781747479
10952,New Jack City,97,8.5,47.624253,3.12,563,Drama,Warner Bros.,39.124253,0.8215195102377774
10957,The Black Cauldron,80,25.0,21.288692,3.2,1632,Animation,Walt Disney Pictures,-3.711307999999999,-0.17433236386716472
10992,Cats & Dogs,87,60.0,93.375151,2.62,2710,Comedy,Warner Bros.,33.375151,0.35743075799684654
10998,Fatal Attraction,119,14.0,320.145693,3.43,13456,Horror,Paramount Pictures,306.145693,0.9562699099000529
10998,Fatal Attraction,119,14.0,320.145693,3.43,13456,Romance,Paramount Pictures,306.145693,0.9562699099000529
10998,Fatal Attraction,119,14.0,320.145693,3.43,13456,Drama,Paramount Pictures,306.145693,0.9562699099000529
11003,The Wedding Singer,95,18.0,123.306987,3.39,16022,Romance,New Line Cinema,105.306987,0.8540228705774799
11003,The Wedding Singer,95,18.0,123.306987,3.39,16022,Comedy,New Line Cinema,105.306987,0.8540228705774799
11009,Saturday Night Fever,118,3.5,237.113184,3.27,3129,Drama,Paramount Pictures,233.613184,0.9852391168599043
11015,The Relic,110,60.0,33.956608,2.8200000000000003,2359,Horror,Paramount Pictures,-26.043391999999997,-0.7669609402682387
11022,Narc,105,6.5,12.633747,3.52,1841,Action,Paramount Pictures,6.133747,0.4855049733068107
11022,Narc,105,6.5,12.633747,3.52,1841,Drama,Paramount Pictures,6.133747,0.4855049733068107
11034,The Great Gatsby,144,6.5,26.5332,3.21,667,Romance,Paramount Pictures,20.0332,0.7550238945924351
11034,The Great Gatsby,144,6.5,26.5332,3.21,667,Drama,Paramount Pictures,20.0332,0.7550238945924351
11036,The Notebook,123,29.0,115.603229,3.7199999999999998,7588,Romance,New Line Cinema,86.603229,0.7491419551957325
11036,The Notebook,123,29.0,115.603229,3.7199999999999998,7588,Drama,New Line Cinema,86.603229,0.7491419551957325
11066,Boomerang,117,40.0,70.1,2.86,4079,Romance,Paramount Pictures,30.099999999999994,0.4293865905848787
11066,Boomerang,117,40.0,70.1,2.86,4079,Comedy,Paramount Pictures,30.099999999999994,0.4293865905848787
11072,Blazing Saddles,93,2.6,119.5,3.86,12356,Comedy,Warner Bros.,116.9,0.9782426778242679
11081,Taking Lives,103,45.0,65.470529,3.08,1166,Action,Warner Bros.,20.470529,0.31266784173990714
11092,Presumed Innocent,127,22.0,221.303188,3.66,1292,Drama,Warner Bros.,199.303188,0.9005888699624155
11093,House of Sand and Fog,126,16.5,16.942795,3.7,2632,Drama,DreamWorks SKG,0.44279500000000027,0.026134707998296636
11113,My Fair Lady,170,17.0,72.070731,3.87,11864,Romance,Warner Bros.,55.070730999999995,0.7641206109037523
11113,My Fair Lady,170,17.0,72.070731,3.87,11864,Drama,Warner Bros.,55.070730999999995,0.7641206109037523
11130,The Princess Diaries 2: Royal Engagement,113,40.0,95.149435,3.02,1611,Romance,Walt Disney Pictures,55.149435,0.5796086440240028
11130,The Princess Diaries 2: Royal Engagement,113,40.0,95.149435,3.02,1611,Comedy,Walt Disney Pictures,55.149435,0.5796086440240028
11130,The Princess Diaries 2: Royal Engagement,113,40.0,95.149435,3.02,1611,Drama,Walt Disney Pictures,55.149435,0.5796086440240028
11132,Confessions of a Teenage Drama Queen,89,15.0,29.331068,2.51,647,Comedy,Walt Disney Pictures,14.331067999999998,0.48859686936732066
11135,The Rescuers Down Under,77,37.931,47.431461,3.3,2782,Animation,Walt Disney Pictures,9.500461000000001,0.20029872155951514
11141,Laws of Attraction,90,28.0,30.016165,3.05,568,Action,New Line Cinema,2.016165000000001,0.0671693069384447
11141,Laws of Attraction,90,28.0,30.016165,3.05,568,Romance,New Line Cinema,2.016165000000001,0.0671693069384447
11141,Laws of Attraction,90,28.0,30.016165,3.05,568,Comedy,New Line Cinema,2.016165000000001,0.0671693069384447
11153,National Lampoon's Vacation,98,15.0,61.399552,3.76,7154,Romance,Warner Bros.,46.399552,0.7556985432076117
11153,National Lampoon's Vacation,98,15.0,61.399552,3.76,7154,Comedy,Warner Bros.,46.399552,0.7556985432076117
11158,Honey I Blew Up the Kid,89,40.0,58.662452,2.15,5267,Science Fiction,Walt Disney Pictures,18.662452000000002,0.318132832224606
11158,Honey I Blew Up the Kid,89,40.0,58.662452,2.15,5267,Comedy,Walt Disney Pictures,18.662452000000002,0.318132832224606
11170,We Are Marshall,124,65.0,43.545364,3.5300000000000002,710,Drama,Warner Bros.,-21.454636,-0.4926962144580994
11206,Wait Until Dark,108,4.0,11.0,3.94,1279,Horror,Warner Bros.,7.0,0.6363636363636364
11247,A Cinderella Story,95,19.0,70.067909,3.22,1252,Comedy,Warner Bros.,51.067909,0.728834493976408
11282,Harold & Kumar Go to White Castle,88,9.0,23.936908,3.45,5061,Comedy,New Line Cinema,14.936907999999999,0.6240115891325646
11284,Freddy's Dead: The Final Nightmare,89,11.0,34.872033,2.31,1536,Horror,New Line Cinema,23.872033000000002,0.6845609775604422
11284,Freddy's Dead: The Final Nightmare,89,11.0,34.872033,2.31,1536,Comedy,New Line Cinema,23.872033000000002,0.6845609775604422
11313,Hearts in Atlantis,101,31.0,24.185781,3.3,1341,Drama,Warner Bros.,-6.814219000000001,-0.28174484007773004
11323,The Informant!,108,22.0,35.424826,3.33,1151,Comedy,Warner Bros.,13.424826000000003,0.3789666038162051
11323,The Informant!,108,22.0,35.424826,3.33,1151,Drama,Warner Bros.,13.424826000000003,0.3789666038162051
11324,Shutter Island,138,80.0,294.804195,3.95,15531,Drama,Paramount Pictures,214.804195,0.7286334409183017
11336,The Dead Zone,103,10.0,20.766616,3.65,3792,Horror,Paramount Pictures,10.766615999999999,0.5184578941508814
11336,The Dead Zone,103,10.0,20.766616,3.65,3792,Science Fiction,Paramount Pictures,10.766615999999999,0.5184578941508814
11371,The Score,124,68.0,71.069884,3.47,4876,Action,Paramount Pictures,3.069884000000002,0.043195286487311586
11377,House on Haunted Hill,93,19.0,40.846082,2.58,3351,Horror,Warner Bros.,21.846082000000003,0.5348391064778257
11395,The Santa Clause,97,22.0,189.833357,3.13,17624,Comedy,Walt Disney Pictures,167.833357,0.8841088818758023
11395,The Santa Clause,97,22.0,189.833357,3.13,17624,Drama,Walt Disney Pictures,167.833357,0.8841088818758023
11398,The Art of War,117,40.0,30.199105,2.92,1610,Action,Warner Bros.,-9.800895,-0.3245425650859521
11400,The New World,135,30.0,30.536013,3.39,1098,Romance,New Line Cinema,0.5360130000000005,0.017553470389208983
11400,The New World,135,30.0,30.536013,3.39,1098,Drama,New Line Cinema,0.5360130000000005,0.017553470389208983
11400,The New World,135,30.0,30.536013,3.39,1098,History,New Line Cinema,0.5360130000000005,0.017553470389208983
11411,Superman IV: The Quest for Peace,90,17.0,19.3,2.07,3870,Action,Warner Bros.,2.3000000000000007,0.11917098445595858
11411,Superman IV: The Quest for Peace,90,17.0,19.3,2.07,3870,Science Fiction,Warner Bros.,2.3000000000000007,0.11917098445595858
11412,The Long Kiss Goodnight,120,65.0,89.456761,3.42,9738,Action,New Line Cinema,24.456761,0.27339197984152364
11416,The Mission,126,24.5,17.218023,3.79,2609,Action,Warner Bros.,-7.281977000000001,-0.4229275916288416
11416,The Mission,126,24.5,17.218023,3.79,2609,Drama,Warner Bros.,-7.281977000000001,-0.4229275916288416
11416,The Mission,126,24.5,17.218023,3.79,2609,History,Warner Bros.,-7.281977000000001,-0.4229275916288416
11419,Vegas Vacation,93,25.0,36.40036,2.81,2788,Comedy,Warner Bros.,11.40036,0.31319360577752525
11451,Herbie Fully Loaded,101,50.0,66.002004,2.49,733,Romance,Walt Disney Pictures,16.002004,0.2424472444806373
11451,Herbie Fully Loaded,101,50.0,66.002004,2.49,733,Comedy,Walt Disney Pictures,16.002004,0.2424472444806373
11459,Sky High,100,35.0,86.369815,3.19,1378,Comedy,Walt Disney Pictures,51.369815,0.5947658334106656
11460,Red Eye,85,26.0,57.891803,3.14,1695,Horror,DreamWorks SKG,31.891803000000003,0.5508863318698158
11470,Jason X,91,11.0,16.951798,2.1,1180,Horror,New Line Cinema,5.951798,0.351101281409795
11470,Jason X,91,11.0,16.951798,2.1,1180,Science Fiction,New Line Cinema,5.951798,0.351101281409795
11474,The Warriors,93,4.0,22.490039,3.7199999999999998,1537,Action,Paramount Pictures,18.490039,0.8221434831660362
11474,The Warriors,93,4.0,22.490039,3.7199999999999998,1537,Drama,Paramount Pictures,18.490039,0.8221434831660362
11542,Altered States,102,15.0,19.853892,3.48,1700,Horror,Warner Bros.,4.853891999999998,0.24448062878552976
11542,Altered States,102,15.0,19.853892,3.48,1700,Science Fiction,Warner Bros.,4.853891999999998,0.24448062878552976
11542,Altered States,102,15.0,19.853892,3.48,1700,Drama,Warner Bros.,4.853891999999998,0.24448062878552976
11544,Lilo & Stitch,85,80.0,145.771527,3.5,6491,Animation,Walt Disney Pictures,65.77152699999999,0.4511959801312913
11586,Exorcist II: The Heretic,118,14.0,30.749142,1.9300000000000002,1143,Horror,Warner Bros.,16.749142,0.5447027432505271
11595,Another 48 Hrs.,95,38.0,153.518974,2.76,1373,Action,Paramount Pictures,115.51897399999999,0.7524735932641133
11595,Another 48 Hrs.,95,38.0,153.518974,2.76,1373,Comedy,Paramount Pictures,115.51897399999999,0.7524735932641133
11595,Another 48 Hrs.,95,38.0,153.518974,2.76,1373,Drama,Paramount Pictures,115.51897399999999,0.7524735932641133
11596,New Nightmare,112,14.0,18.090181,2.9699999999999998,2882,Horror,New Line Cinema,4.090181000000001,0.22609950668818632
11619,Flushed Away,85,149.0,64.459316,3.33,1630,Animation,DreamWorks Animation,-84.540684,-1.31153554282208
11619,Flushed Away,85,149.0,64.459316,3.33,1630,Comedy,DreamWorks Animation,-84.540684,-1.31153554282208
11622,Blast from the Past,112,35.0,40.26302,3.22,4387,Romance,New Line Cinema,5.263019999999997,0.13071597709262736
11622,Blast from the Past,112,35.0,40.26302,3.22,4387,Comedy,New Line Cinema,5.263019999999997,0.13071597709262736
11635,Old School,91,24.0,87.055349,3.61,7048,Comedy,DreamWorks SKG,63.05534900000001,0.7243133216317357
11648,Must Love Dogs,98,30.0,58.405313,3.0,1032,Romance,Warner Bros.,28.405313,0.48634809987235234
11648,Must Love Dogs,98,30.0,58.405313,3.0,1032,Comedy,Warner Bros.,28.405313,0.48634809987235234
11665,Get Smart,110,80.0,230.685453,3.19,2996,Action,Warner Bros.,150.685453,0.6532074348008411
11665,Get Smart,110,80.0,230.685453,3.19,2996,Comedy,Warner Bros.,150.685453,0.6532074348008411
11674,101 Dalmatians,103,54.0,320.689294,3.07,10240,Comedy,Walt Disney Pictures,266.689294,0.8316127135818884
11688,The Emperor's New Groove,78,100.0,169.327687,3.59,7832,Animation,Walt Disney Pictures,69.327687,0.4094291266141254
11688,The Emperor's New Groove,78,100.0,169.327687,3.59,7832,Comedy,Walt Disney Pictures,69.327687,0.4094291266141254
11774,Lemony Snicket's A Series of Unfortunate Events,108,140.0,209.073645,3.33,5034,Comedy,Paramount Pictures,69.073645,0.33037949379033404
11808,U.S. Marshals,131,60.0,102.367405,3.26,5484,Action,Warner Bros.,42.367405000000005,0.41387593052690946
11831,Amistad,155,36.0,74.0,3.59,5591,Drama,DreamWorks SKG,38.0,0.5135135135135135
11831,Amistad,155,36.0,74.0,3.59,5591,History,DreamWorks SKG,38.0,0.5135135135135135
11836,The SpongeBob SquarePants Movie,87,30.0,140.161792,3.07,1175,Animation,Paramount Pictures,110.16179199999999,0.7859616406730873
11836,The SpongeBob SquarePants Movie,87,30.0,140.161792,3.07,1175,Comedy,Paramount Pictures,110.16179199999999,0.7859616406730873
11849,Dungeons & Dragons,107,35.0,15.185241,2.08,2426,Action,New Line Cinema,-19.814759000000002,-1.3048695769793843
11849,Dungeons & Dragons,107,35.0,15.185241,2.08,2426,Science Fiction,New Line Cinema,-19.814759000000002,-1.3048695769793843
11892,Murder by Numbers,120,50.0,56.714147,3.0,1625,Drama,Warner Bros.,6.714146999999997,0.11838575302913394
11970,Hercules,93,85.0,252.712101,3.39,6988,Animation,Walt Disney Pictures,167.712101,0.6636488729125005
11970,Hercules,93,85.0,252.712101,3.39,6988,Romance,Walt Disney Pictures,167.712101,0.6636488729125005
11970,Hercules,93,85.0,252.712101,3.39,6988,Comedy,Walt Disney Pictures,167.712101,0.6636488729125005
11973,Thirteen Days,145,80.0,34.566746,3.67,3782,Drama,New Line Cinema,-45.433254,-1.3143630586460175
11975,The Rainmaker,135,40.0,45.916769,3.61,4531,Drama,Paramount Pictures,5.916769000000002,0.1288585658106737
11977,Caddyshack,98,6.0,39.846344,3.67,10287,Comedy,Warner Bros.,33.846344,0.8494215680113588
11979,Queen of the Damned,101,35.0,45.47911,2.63,1905,Horror,Warner Bros.,10.479109999999999,0.2304158986400569
11979,Queen of the Damned,101,35.0,45.47911,2.63,1905,Drama,Warner Bros.,10.479109999999999,0.2304158986400569
12094,Jackass Number Two,95,11.0,72.778712,3.13,1551,Action,Paramount Pictures,61.778712,0.8488569020017832
12094,Jackass Number Two,95,11.0,72.778712,3.13,1551,Comedy,Paramount Pictures,61.778712,0.8488569020017832
12113,Body of Lies,128,70.0,113.280098,3.59,1975,Action,Warner Bros.,43.280097999999995,0.3820626814782593
12113,Body of Lies,128,70.0,113.280098,3.59,1975,Drama,Warner Bros.,43.280097999999995,0.3820626814782593
12138,3000 Miles to Graceland,125,62.0,18.720175,2.76,1679,Action,Warner Bros.,-43.279825,-2.3119348510363817
12138,3000 Miles to Graceland,125,62.0,18.720175,2.76,1679,Comedy,Warner Bros.,-43.279825,-2.3119348510363817
12139,Dennis the Menace,94,35.0,117.270765,2.36,1356,Comedy,Warner Bros.,82.270765,0.7015453936878471
12158,Vampire in Brooklyn,100,14.0,19.8,2.51,2159,Horror,Paramount Pictures,5.800000000000001,0.29292929292929293
12158,Vampire in Brooklyn,100,14.0,19.8,2.51,2159,Romance,Paramount Pictures,5.800000000000001,0.29292929292929293
12158,Vampire in Brooklyn,100,14.0,19.8,2.51,2159,Comedy,Paramount Pictures,5.800000000000001,0.29292929292929293
12160,Wyatt Earp,191,63.0,25.052,3.2,5454,Action,Warner Bros.,-37.948,-1.5147692798978125
12160,Wyatt Earp,191,63.0,25.052,3.2,5454,Drama,Warner Bros.,-37.948,-1.5147692798978125
12177,The Love Guru,87,62.0,41.819064,2.04,668,Romance,Paramount Pictures,-20.180936000000003,-0.4825774197146068
12177,The Love Guru,87,62.0,41.819064,2.04,668,Comedy,Paramount Pictures,-20.180936000000003,-0.4825774197146068
12193,Four Christmases,88,80.0,163.733697,2.89,560,Romance,New Line Cinema,83.733697,0.5114017366871035
12193,Four Christmases,88,80.0,163.733697,2.89,560,Comedy,New Line Cinema,83.733697,0.5114017366871035
12193,Four Christmases,88,80.0,163.733697,2.89,560,Drama,New Line Cinema,83.733697,0.5114017366871035
12201,Edge of Darkness,117,80.0,74.901339,3.21,621,Drama,Warner Bros.,-5.098661000000007,-0.06807169361818761
12227,White Fang,107,14.0,34.79316,3.17,485,Action,Walt Disney Pictures,20.79316,0.5976220613476901
12227,White Fang,107,14.0,34.79316,3.17,485,Drama,Walt Disney Pictures,20.79316,0.5976220613476901
12233,Oliver & Company,74,31.0,74.151346,3.31,3058,Animation,Walt Disney Pictures,43.151346000000004,0.5819361121239796
12233,Oliver & Company,74,31.0,74.151346,3.31,3058,Comedy,Walt Disney Pictures,43.151346000000004,0.5819361121239796
12405,Slumdog Millionaire,120,15.0,377.910544,3.86,17775,Romance,Warner Bros.,362.910544,0.9603080669799994
12405,Slumdog Millionaire,120,15.0,377.910544,3.86,17775,Drama,Warner Bros.,362.910544,0.9603080669799994
12508,Rock Star,105,57.0,16.991902,2.9699999999999998,1464,Comedy,Warner Bros.,-40.008098000000004,-2.354539121047191
12508,Rock Star,105,57.0,16.991902,2.9699999999999998,1464,Drama,Warner Bros.,-40.008098000000004,-2.354539121047191
12610,Osmosis Jones,95,75.0,13.596911,2.86,1428,Animation,Warner Bros.,-61.403089,-4.515958735039157
12610,Osmosis Jones,95,75.0,13.596911,2.86,1428,Comedy,Warner Bros.,-61.403089,-4.515958735039157
12610,Osmosis Jones,95,75.0,13.596911,2.86,1428,Action,Warner Bros.,-61.403089,-4.515958735039157
12690,Appaloosa,115,20.0,20.211394,3.38,523,Drama,New Line Cinema,0.21139399999999853,0.01045914992305818
13027,Eagle Eye,118,80.0,178.066569,3.27,1904,Action,DreamWorks SKG,98.06656899999999,0.5507298172291959
13150,Pride and Glory,130,30.0,31.148328,3.26,397,Drama,New Line Cinema,1.1483279999999993,0.03686644111362894
13183,Watchmen,163,130.0,185.258983,3.71,10489,Action,Warner Bros.,55.258983,0.2982796413170421
13183,Watchmen,163,130.0,185.258983,3.71,10489,Science Fiction,Warner Bros.,55.258983,0.2982796413170421
13183,Watchmen,163,130.0,185.258983,3.71,10489,Action,Paramount Pictures,55.258983,0.2982796413170421
13183,Watchmen,163,130.0,185.258983,3.71,10489,Science Fiction,Paramount Pictures,55.258983,0.2982796413170421
13207,Friday the 13th,97,19.0,91.379051,2.5700000000000003,467,Horror,New Line Cinema,72.379051,0.7920748815830885
13223,Gran Torino,116,33.0,269.958228,3.93,11969,Drama,Warner Bros.,236.95822800000002,0.8777588657160692
13335,Harold & Kumar Escape from Guantanamo Bay,107,12.0,43.493123,3.14,1870,Comedy,New Line Cinema,31.493122999999997,0.7240943125652302
13374,Ice Princess,98,25.0,27.645491,3.1,434,Comedy,Walt Disney Pictures,2.645491,0.09569339897055906
13374,Ice Princess,98,25.0,27.645491,3.1,434,Drama,Walt Disney Pictures,2.645491,0.09569339897055906
13475,Star Trek,127,150.0,385.680446,3.87,14873,Action,Paramount Pictures,235.68044600000002,0.611076989887115
13475,Star Trek,127,150.0,385.680446,3.87,14873,Science Fiction,Paramount Pictures,235.68044600000002,0.611076989887115
13476,Win a Date with Tad Hamilton!,95,17.0,16.980098,2.84,873,Romance,DreamWorks SKG,-0.01990199999999831,-0.0011720780410100287
13476,Win a Date with Tad Hamilton!,95,17.0,16.980098,2.84,873,Comedy,DreamWorks SKG,-0.01990199999999831,-0.0011720780410100287
13499,"Yours, Mine & Ours",90,45.0,72.028752,2.96,422,Romance,Paramount Pictures,27.028751999999997,0.37524948370617334
13499,"Yours, Mine & Ours",90,45.0,72.028752,2.96,422,Comedy,Paramount Pictures,27.028751999999997,0.37524948370617334
13572,Twisted,97,50.0,25.195,2.56,354,Action,Paramount Pictures,-24.805,-0.9845207382417146
13572,Twisted,97,50.0,25.195,2.56,354,Drama,Paramount Pictures,-24.805,-0.9845207382417146
13672,JCVD,96,6.0,0.276891,3.43,404,Action,Canal+,-5.723109,-20.66917667963206
13672,JCVD,96,6.0,0.276891,3.43,404,Comedy,Canal+,-5.723109,-20.66917667963206
13672,JCVD,96,6.0,0.276891,3.43,404,Drama,Canal+,-5.723109,-20.66917667963206
13680,The Game Plan,110,22.0,147.880543,3.01,417,Comedy,Walt Disney Pictures,125.88054299999999,0.8512312738802967
13700,Home on the Range,76,110.0,103.951461,2.67,409,Animation,Walt Disney Pictures,-6.048539000000005,-0.058186185569820956
13767,The Santa Clause 3: The Escape Clause,98,12.0,84.500122,2.44,373,Comedy,Walt Disney Pictures,72.500122,0.8579883707150151
13768,Tuck Everlasting,90,15.0,19.158074,3.21,813,Science Fiction,Walt Disney Pictures,4.158073999999999,0.21704029329879398
13768,Tuck Everlasting,90,15.0,19.158074,3.21,813,Romance,Walt Disney Pictures,4.158073999999999,0.21704029329879398
13768,Tuck Everlasting,90,15.0,19.158074,3.21,813,Drama,Walt Disney Pictures,4.158073999999999,0.21704029329879398
13809,RockNRolla,114,18.0,25.739015,3.68,2468,Action,Warner Bros.,7.739014999999998,0.3006725393337701
13836,Race to Witch Mountain,98,50.0,106.303988,2.79,574,Action,Walt Disney Pictures,56.303988000000004,0.5296507596685837
13836,Race to Witch Mountain,98,50.0,106.303988,2.79,574,Science Fiction,Walt Disney Pictures,56.303988000000004,0.5296507596685837
13885,Sweeney Todd: The Demon Barber of Fleet Street,116,50.0,152.0,3.51,5971,Horror,Warner Bros.,102.0,0.6710526315789473
13885,Sweeney Todd: The Demon Barber of Fleet Street,116,50.0,152.0,3.51,5971,Drama,Warner Bros.,102.0,0.6710526315789473
13939,Death Wish,93,3.0,22.0,3.19,1216,Action,Paramount Pictures,19.0,0.8636363636363636
13939,Death Wish,93,3.0,22.0,3.19,1216,Drama,Paramount Pictures,19.0,0.8636363636363636
14024,Raise Your Voice,103,15.0,14.867514,3.13,321,Romance,New Line Cinema,-0.1324860000000001,-0.00891110645666788
14024,Raise Your Voice,103,15.0,14.867514,3.13,321,Drama,New Line Cinema,-0.1324860000000001,-0.00891110645666788
14160,Up,96,175.0,735.099082,3.98,22460,Animation,Pixar Animation Studios,560.099082,0.7619368541124093
14160,Up,96,175.0,735.099082,3.98,22460,Comedy,Pixar Animation Studios,560.099082,0.7619368541124093
14181,Boiler Room,118,26.0,28.780255,3.5,5159,Drama,New Line Cinema,2.7802550000000004,0.09660286192738739
14239,Cool World,102,30.0,14.110589,2.42,801,Animation,Paramount Pictures,-15.889411,-1.126062916296407
14239,Cool World,102,30.0,14.110589,2.42,801,Comedy,Paramount Pictures,-15.889411,-1.126062916296407
