id,title,runtime,budget,revenue,vote_average,vote_count,genres,studios,profit,profit_margin
2959,License to Wed,91,35.0,69.307224,2.65,519,Comedy,Warner Bros.,34.307224000000005,0.4950021371509556
2976,Hairspray,117,50.0,90.450008,3.34,1974,Romance,New Line Cinema,40.450008,0.44720845132484677
2976,Hairspray,117,50.0,90.450008,3.34,1974,Comedy,New Line Cinema,40.450008,0.44720845132484677
3049,Ace Ventura: Pet Detective,86,15.0,107.217396,2.99,44742,Comedy,Warner Bros.,92.217396,0.8600973297280975
3175,Barry Lyndon,184,11.0,20.0,3.8200000000000003,2914,War,Warner Bros.,9.0,0.45
3175,Barry Lyndon,184,11.0,20.0,3.8200000000000003,2914,Romance,Warner Bros.,9.0,0.45
3175,Barry Lyndon,184,11.0,20.0,3.8200000000000003,2914,Drama,Warner Bros.,9.0,0.45
3512,Under Siege 2: Dark Territory,100,60.0,104.324083,2.93,9195,Action,Warner Bros.,44.324083,0.4248691359213769
3594,The Number 23,101,30.0,77.566815,3.11,2422,Drama,New Line Cinema,47.566815000000005,0.6132366657055598
3638,No Reservations,104,28.0,92.60105,3.27,792,Comedy,Warner Bros.,64.60105,0.6976276186933086
3683,Flags of Our Fathers,132,90.0,65.900249,3.49,1641,War,DreamWorks SKG,-24.099750999999998,-0.3657004543336399
3683,Flags of Our Fathers,132,90.0,65.900249,3.49,1641,Drama,DreamWorks SKG,-24.099750999999998,-0.3657004543336399
3683,Flags of Our Fathers,132,90.0,65.900249,3.49,1641,History,DreamWorks SKG,-24.099750999999998,-0.3657004543336399
3683,Flags of Our Fathers,132,90.0,65.900249,3.49,1641,War,Warner Bros.,-24.099750999999998,-0.3657004543336399
3683,Flags of Our Fathers,132,90.0,65.900249,3.49,1641,Drama,Warner Bros.,-24.099750999999998,-0.3657004543336399
3683,Flags of Our Fathers,132,90.0,65.900249,3.49,1641,History,Warner Bros.,-24.099750999999998,-0.3657004543336399
3933,Corpse Bride,77,40.0,117.195061,3.56,6956,Animation,Warner Bros.,77.195061,0.6586886882545332
3933,Corpse Bride,77,40.0,117.195061,3.56,6956,Romance,Warner Bros.,77.195061,0.6586886882545332
3980,Critters,82,2.0,13.167232,2.74,891,Action,New Line Cinema,11.167232,0.8481077875744879
3980,Critters,82,2.0,13.167232,2.74,891,Horror,New Line Cinema,11.167232,0.8481077875744879
3980,Critters,82,2.0,13.167232,2.74,891,Science Fiction,New Line Cinema,11.167232,0.8481077875744879
3980,Critters,82,2.0,13.167232,2.74,891,Comedy,New Line Cinema,11.167232,0.8481077875744879
3981,What Women Want,127,70.0,374.111707,3.11,11957,Romance,Paramount Pictures,304.111707,0.8128901109208004
3981,What Women Want,127,70.0,374.111707,3.11,11957,Comedy,Paramount Pictures,304.111707,0.8128901109208004
3989,Team America: World Police,98,32.0,50.907422,3.46,6250,Animation,Paramount Pictures,18.907421999999997,0.37140796483467575
3989,Team America: World Police,98,32.0,50.907422,3.46,6250,Comedy,Paramount Pictures,18.907421999999997,0.37140796483467575
3989,Team America: World Police,98,32.0,50.907422,3.46,6250,Action,Paramount Pictures,18.907421999999997,0.37140796483467575
4011,Beetlejuice,92,15.0,73.326666,3.47,23043,Comedy,Warner Bros.,58.326666,0.7954359468627689
4105,Black Rain,125,30.0,45.892212,3.13,1280,Action,Paramount Pictures,15.892212,0.3462943124205911
4108,The Transporter,92,21.0,43.928932,3.36,5376,Action,Canal+,22.928932000000003,0.5219551433665631
4133,Blow,124,53.0,83.282296,3.73,9179,Drama,New Line Cinema,30.282296000000002,0.36361024436694206
4141,Shoot 'Em Up,86,39.0,26.820641,3.29,2024,Action,New Line Cinema,-12.179359000000002,-0.4541039492680284
4141,Shoot 'Em Up,86,39.0,26.820641,3.29,2024,Comedy,New Line Cinema,-12.179359000000002,-0.4541039492680284
4147,Road to Perdition,117,80.0,181.001478,3.68,10081,Drama,DreamWorks SKG,101.00147799999999,0.5580146588637248
4148,Revolutionary Road,119,35.0,75.225693,3.52,1622,Romance,DreamWorks SKG,40.22569300000001,0.5347334321001204
4148,Revolutionary Road,119,35.0,75.225693,3.52,1622,Drama,DreamWorks SKG,40.22569300000001,0.5347334321001204
4244,The Kid,104,65.0,69.7,3.12,1746,Comedy,Walt Disney Pictures,4.700000000000003,0.06743185078909616
4379,Monster-in-Law,101,43.0,154.749918,2.76,940,Romance,New Line Cinema,111.74991800000001,0.7221323244901493
4379,Monster-in-Law,101,43.0,154.749918,2.76,940,Comedy,New Line Cinema,111.74991800000001,0.7221323244901493
4413,The Brave One,122,70.0,69.766619,3.3,654,Drama,Warner Bros.,-0.2333809999999943,-0.0033451671206826614
4478,Indecent Proposal,117,38.0,266.614059,2.85,3689,Drama,Paramount Pictures,228.614059,0.8574718822310867
4488,Friday the 13th,95,0.55,59.754601,2.89,4679,Horror,Paramount Pictures,59.204601000000004,0.9907956878500452
4512,The Assassination of Jesse James by the Coward Robert Ford,160,30.0,14.711793,3.63,2497,Action,Warner Bros.,-15.288207,-1.0391804044551198
4512,The Assassination of Jesse James by the Coward Robert Ford,160,30.0,14.711793,3.63,2497,Drama,Warner Bros.,-15.288207,-1.0391804044551198
4523,Enchanted,107,85.0,340.487652,3.52,3520,Romance,Walt Disney Pictures,255.48765200000003,0.7503580541005934
4523,Enchanted,107,85.0,340.487652,3.52,3520,Comedy,Walt Disney Pictures,255.48765200000003,0.7503580541005934
4564,Sex and the City,145,65.0,415.252786,2.8200000000000003,1912,Romance,New Line Cinema,350.252786,0.8434688406882838
4564,Sex and the City,145,65.0,415.252786,2.8200000000000003,1912,Comedy,New Line Cinema,350.252786,0.8434688406882838
4564,Sex and the City,145,65.0,415.252786,2.8200000000000003,1912,Drama,New Line Cinema,350.252786,0.8434688406882838
4614,The Sum of All Fears,124,68.0,193.0,3.21,4355,Action,Paramount Pictures,125.0,0.6476683937823834
4614,The Sum of All Fears,124,68.0,193.0,3.21,4355,Drama,Paramount Pictures,125.0,0.6476683937823834
4722,Body Snatchers,87,13.0,0.428868,3.11,3437,Horror,Warner Bros.,-12.571132,-29.312357182163275
4722,Body Snatchers,87,13.0,0.428868,3.11,3437,Science Fiction,Warner Bros.,-12.571132,-29.312357182163275
4806,Runaway Bride,116,70.0,309.457509,2.87,10266,Romance,Paramount Pictures,239.45750900000002,0.7737977009308894
4806,Runaway Bride,116,70.0,309.457509,2.87,10266,Comedy,Paramount Pictures,239.45750900000002,0.7737977009308894
4858,The Invasion,99,80.0,15.071514,3.01,721,Science Fiction,Warner Bros.,-64.92848599999999,-4.308026784833959
4922,The Curious Case of Benjamin Button,166,150.0,333.932083,3.61,9338,Romance,Warner Bros.,183.93208299999998,0.5508068627236395
4922,The Curious Case of Benjamin Button,166,150.0,333.932083,3.61,9338,Drama,Warner Bros.,183.93208299999998,0.5508068627236395
4922,The Curious Case of Benjamin Button,166,150.0,333.932083,3.61,9338,Romance,Paramount Pictures,183.93208299999998,0.5508068627236395
4922,The Curious Case of Benjamin Button,166,150.0,333.932083,3.61,9338,Drama,Paramount Pictures,183.93208299999998,0.5508068627236395
4958,The Legend of Bagger Vance,126,80.0,39.459427,3.2,3393,Drama,DreamWorks SKG,-40.540573,-1.0273989280178855
4970,Gothika,98,40.0,141.591324,2.89,2666,Horror,Warner Bros.,101.59132399999999,0.7174968149884664
4995,Boogie Nights,155,15.0,43.101594,3.68,15734,Drama,New Line Cinema,28.101594,0.6519850286743455
5123,August Rush,114,25.0,66.122026,3.62,1194,Drama,Warner Bros.,41.122026000000005,0.621911161645289
5137,Sky Captain and the World of Tomorrow,107,70.0,57.958696,3.04,3841,Action,Paramount Pictures,-12.041303999999997,-0.20775664103968103
5137,Sky Captain and the World of Tomorrow,107,70.0,57.958696,3.04,3841,Science Fiction,Paramount Pictures,-12.041303999999997,-0.20775664103968103
5174,Rush Hour 3,91,140.0,258.022233,3.07,1655,Action,New Line Cinema,118.02223300000003,0.4574110983684108
5174,Rush Hour 3,91,140.0,258.022233,3.07,1655,Comedy,New Line Cinema,118.02223300000003,0.4574110983684108
5175,Rush Hour 2,90,90.0,347.325802,3.23,7642,Action,New Line Cinema,257.325802,0.7408772988307963
5175,Rush Hour 2,90,90.0,347.325802,3.23,7642,Comedy,New Line Cinema,257.325802,0.7408772988307963
5236,Kiss Kiss Bang Bang,103,15.0,15.785148,3.85,7006,Action,Warner Bros.,0.7851479999999995,0.049739666679083375
5236,Kiss Kiss Bang Bang,103,15.0,15.785148,3.85,7006,Comedy,Warner Bros.,0.7851479999999995,0.049739666679083375
5375,Fred Claus,116,100.0,97.838349,2.64,347,Action,Warner Bros.,-2.161651000000006,-0.022094107495620213
5375,Fred Claus,116,100.0,97.838349,2.64,347,Comedy,Warner Bros.,-2.161651000000006,-0.022094107495620213
5375,Fred Claus,116,100.0,97.838349,2.64,347,Drama,Warner Bros.,-2.161651000000006,-0.022094107495620213
5491,Battlefield Earth,118,44.0,21.4,1.6099999999999999,4806,Action,Warner Bros.,-22.6,-1.0560747663551404
5491,Battlefield Earth,118,44.0,21.4,1.6099999999999999,4806,War,Warner Bros.,-22.6,-1.0560747663551404
5491,Battlefield Earth,118,44.0,21.4,1.6099999999999999,4806,Science Fiction,Warner Bros.,-22.6,-1.0560747663551404
5503,The Fugitive,130,44.0,368.87576,3.98,56820,Action,Warner Bros.,324.87576,0.8807186462997731
5551,Space Cowboys,130,65.0,128.884132,3.09,6242,Action,Warner Bros.,63.884131999999994,0.4956710419557312
5559,Bee Movie,91,150.0,287.594577,2.87,1786,Animation,DreamWorks Animation,137.59457700000002,0.4784324462418497
5559,Bee Movie,91,150.0,287.594577,2.87,1786,Comedy,DreamWorks Animation,137.59457700000002,0.4784324462418497
5683,Pee-wee's Big Adventure,90,6.0,40.940662,3.23,6664,Comedy,Warner Bros.,34.940662,0.8534464342564857
5825,National Lampoon's Christmas Vacation,97,27.0,71.32,3.61,6989,Comedy,Warner Bros.,44.31999999999999,0.6214245653393157
5851,Showtime,95,85.0,77.741732,2.74,1509,Action,Warner Bros.,-7.258268000000001,-0.09336385765112618
5851,Showtime,95,85.0,77.741732,2.74,1509,Comedy,Warner Bros.,-7.258268000000001,-0.09336385765112618
5919,The Towering Inferno,159,14.0,116.0,3.01,2140,Action,Warner Bros.,102.0,0.8793103448275862
6073,The Mexican,123,57.0,147.845033,3.03,5262,Action,DreamWorks SKG,90.845033,0.6144611770623366
6073,The Mexican,123,57.0,147.845033,3.03,5262,Romance,DreamWorks SKG,90.845033,0.6144611770623366
6073,The Mexican,123,57.0,147.845033,3.03,5262,Comedy,DreamWorks SKG,90.845033,0.6144611770623366
6312,Brotherhood of the Wolf,137,29.0,70.752904,3.46,3288,Action,Canal+,41.752904,0.5901228308593525
6312,Brotherhood of the Wolf,137,29.0,70.752904,3.46,3288,Horror,Canal+,41.752904,0.5901228308593525
6312,Brotherhood of the Wolf,137,29.0,70.752904,3.46,3288,History,Canal+,41.752904,0.5901228308593525
6415,Three Kings,114,75.0,108.0,3.59,14130,Action,Warner Bros.,33.0,0.3055555555555556
6415,Three Kings,114,75.0,108.0,3.59,14130,Comedy,Warner Bros.,33.0,0.3055555555555556
6435,Practical Magic,104,75.0,46.683377,3.09,3209,Comedy,Warner Bros.,-28.316623,-0.6065675797190079
6435,Practical Magic,104,75.0,46.683377,3.09,3209,Drama,Warner Bros.,-28.316623,-0.6065675797190079
6466,Freddy vs. Jason,97,30.0,114.90883,2.49,1971,Horror,New Line Cinema,84.90883,0.7389234578404462
6479,I Am Legend,101,150.0,585.34901,3.5,12465,Action,Warner Bros.,435.34901,0.7437426263008458
6479,I Am Legend,101,150.0,585.34901,3.5,12465,Horror,Warner Bros.,435.34901,0.7437426263008458
6479,I Am Legend,101,150.0,585.34901,3.5,12465,Science Fiction,Warner Bros.,435.34901,0.7437426263008458
6479,I Am Legend,101,150.0,585.34901,3.5,12465,Drama,Warner Bros.,435.34901,0.7437426263008458
6519,The Dukes of Hazzard,104,50.0,110.803676,2.49,1212,Action,Warner Bros.,60.803675999999996,0.5487514331203235
6519,The Dukes of Hazzard,104,50.0,110.803676,2.49,1212,Comedy,Warner Bros.,60.803675999999996,0.5487514331203235
6637,National Treasure: Book of Secrets,124,130.0,457.363168,3.26,4016,Action,Walt Disney Pictures,327.363168,0.7157619828276158
6723,The Rookie,120,10.0,21.633874,2.89,459,Action,Warner Bros.,11.633873999999999,0.5377619375984163
6723,The Rookie,120,10.0,21.633874,2.89,459,Drama,Warner Bros.,11.633873999999999,0.5377619375984163
6877,Failure to Launch,97,50.0,128.406887,2.87,1549,Comedy,Paramount Pictures,78.40688700000001,0.6106127859014291
6950,Outbreak,127,50.0,189.85956,3.42,28649,Action,Warner Bros.,139.85956,0.736647446143876
6950,Outbreak,127,50.0,189.85956,3.42,28649,Science Fiction,Warner Bros.,139.85956,0.736647446143876
6950,Outbreak,127,50.0,189.85956,3.42,28649,Drama,Warner Bros.,139.85956,0.736647446143876
6963,The Weather Man,101,20.0,12.482775,3.19,1633,Comedy,Paramount Pictures,-7.517225,-0.6022078424068366
6963,The Weather Man,101,20.0,12.482775,3.19,1633,Drama,Paramount Pictures,-7.517225,-0.6022078424068366
6964,Something's Gotta Give,128,80.0,266.728738,3.47,3679,Romance,Warner Bros.,186.72873800000002,0.7000698139995699
6964,Something's Gotta Give,128,80.0,266.728738,3.47,3679,Comedy,Warner Bros.,186.72873800000002,0.7000698139995699
6964,Something's Gotta Give,128,80.0,266.728738,3.47,3679,Drama,Warner Bros.,186.72873800000002,0.7000698139995699
7191,Cloverfield,85,25.0,170.764026,3.31,5756,Action,Paramount Pictures,145.764026,0.8535991415428447
7191,Cloverfield,85,25.0,170.764026,3.31,5756,Science Fiction,Paramount Pictures,145.764026,0.8535991415428447
7214,Coach Carter,136,30.0,76.669806,3.64,1453,Drama,Paramount Pictures,46.669805999999994,0.6087116745802121
7270,Matchstick Men,116,62.0,65.565672,3.65,5927,Comedy,Warner Bros.,3.5656720000000064,0.05438321443574934
7270,Matchstick Men,116,62.0,65.565672,3.65,5927,Drama,Warner Bros.,3.5656720000000064,0.05438321443574934
7305,Alive,120,32.0,36.733909,3.43,3043,Action,Paramount Pictures,4.733908999999997,0.12887027623441866
7305,Alive,120,32.0,36.733909,3.43,3043,Drama,Paramount Pictures,4.733908999999997,0.12887027623441866
7364,Sahara,124,130.0,119.269486,3.05,1851,Action,Paramount Pictures,-10.730514,-0.08996864462046897
7364,Sahara,124,130.0,119.269486,3.05,1851,Comedy,Paramount Pictures,-10.730514,-0.08996864462046897
7364,Sahara,124,130.0,119.269486,3.05,1851,Drama,Paramount Pictures,-10.730514,-0.08996864462046897
7443,Chicken Run,84,45.0,224.834564,3.52,19892,Animation,DreamWorks SKG,179.834564,0.7998528375734969
7443,Chicken Run,84,45.0,224.834564,3.52,19892,Comedy,DreamWorks SKG,179.834564,0.7998528375734969
7443,Chicken Run,84,45.0,224.834564,3.52,19892,Animation,DreamWorks Animation,179.834564,0.7998528375734969
7443,Chicken Run,84,45.0,224.834564,3.52,19892,Comedy,DreamWorks Animation,179.834564,0.7998528375734969
7446,Tropic Thunder,107,92.0,188.072649,3.37,6128,Action,DreamWorks SKG,96.07264900000001,0.5108273292838025
7446,Tropic Thunder,107,92.0,188.072649,3.37,6128,Comedy,DreamWorks SKG,96.07264900000001,0.5108273292838025
7459,Speed Racer,135,120.0,93.945766,3.01,779,Action,Warner Bros.,-26.054233999999994,-0.27733271130068804
7459,Speed Racer,135,120.0,93.945766,3.01,779,Science Fiction,Warner Bros.,-26.054233999999994,-0.27733271130068804
7485,Shooter,124,61.0,95.696996,3.62,4047,Action,Paramount Pictures,34.696996,0.36257142282710736
7485,Shooter,124,61.0,95.696996,3.62,4047,Drama,Paramount Pictures,34.696996,0.36257142282710736
7518,Over the Hedge,83,80.0,343.397247,3.32,3124,Animation,DreamWorks Animation,263.397247,0.7670336594166115
7518,Over the Hedge,83,80.0,343.397247,3.32,3124,Comedy,DreamWorks Animation,263.397247,0.7670336594166115
7840,"10,000 BC",109,105.0,266.0,2.5300000000000002,2639,Action,Warner Bros.,161.0,0.6052631578947368
7840,"10,000 BC",109,105.0,266.0,2.5300000000000002,2639,Drama,Warner Bros.,161.0,0.6052631578947368
7979,The Kite Runner,128,20.0,73.276047,3.7800000000000002,1195,Drama,DreamWorks SKG,53.276047000000005,0.7270595123669813
7980,The Lovely Bones,136,65.0,93.525586,3.18,1107,Drama,DreamWorks SKG,28.525586000000004,0.30500301810458585
8051,Punch-Drunk Love,95,25.0,17.0,3.54,6493,Romance,New Line Cinema,-8.0,-0.47058823529411764
8051,Punch-Drunk Love,95,25.0,17.0,3.54,6493,Comedy,New Line Cinema,-8.0,-0.47058823529411764
8051,Punch-Drunk Love,95,25.0,17.0,3.54,6493,Drama,New Line Cinema,-8.0,-0.47058823529411764
8069,Barbarella,98,9.0,2.5,2.98,3515,Science Fiction,Paramount Pictures,-6.5,-2.6
8193,Napoleon Dynamite,95,0.4,46.118097,3.34,9508,Comedy,Paramount Pictures,45.718097,0.9913266152330613
8197,Midnight in the Garden of Good and Evil,155,35.0,25.105255,3.26,5185,Drama,Warner Bros.,-9.894745,-0.39413043205496223
8202,Æon Flux,93,62.0,52.304001,2.92,3322,Action,Paramount Pictures,-9.695999,-0.18537776871027517
8202,Æon Flux,93,62.0,52.304001,2.92,3322,Science Fiction,Paramount Pictures,-9.695999,-0.18537776871027517
8265,Welcome to the Sticks,106,11.0,53.191886,3.63,352,Comedy,Canal+,42.191886,0.7932015420547412
8271,Disturbia,105,20.0,117.760134,3.29,2277,Drama,DreamWorks SKG,97.760134,0.830163236736806
8271,Disturbia,105,20.0,117.760134,3.29,2277,Drama,Paramount Pictures,97.760134,0.830163236736806
8292,Four Brothers,109,45.0,92.374674,3.35,1400,Action,Paramount Pictures,47.374674,0.5128534905573794
8358,Cast Away,143,90.0,429.632142,3.64,25103,Drama,DreamWorks SKG,339.632142,0.7905184663767545
8373,Transformers: Revenge of the Fallen,150,150.0,836.297228,2.7800000000000002,3878,Action,DreamWorks SKG,686.297228,0.8206379323309201
8373,Transformers: Revenge of the Fallen,150,150.0,836.297228,2.7800000000000002,3878,Science Fiction,DreamWorks SKG,686.297228,0.8206379323309201
8373,Transformers: Revenge of the Fallen,150,150.0,836.297228,2.7800000000000002,3878,Action,Paramount Pictures,686.297228,0.8206379323309201
8373,Transformers: Revenge of the Fallen,150,150.0,836.297228,2.7800000000000002,3878,Science Fiction,Paramount Pictures,686.297228,0.8206379323309201
8373,Transformers: Revenge of the Fallen,150,150.0,836.297228,2.7800000000000002,3878,Action,Hasbro Studios,686.297228,0.8206379323309201
8373,Transformers: Revenge of the Fallen,150,150.0,836.297228,2.7800000000000002,3878,Science Fiction,Hasbro Studios,686.297228,0.8206379323309201
8409,A Man Apart,109,36.0,44.350926,2.86,580,Action,New Line Cinema,8.350926000000001,0.18829203250457502
8409,A Man Apart,109,36.0,44.350926,2.86,580,Drama,New Line Cinema,8.350926000000001,0.18829203250457502
8413,Event Horizon,96,60.0,26.673242,2.96,8225,Horror,Paramount Pictures,-33.326758,-1.2494453430145462
8413,Event Horizon,96,60.0,26.673242,2.96,8225,Science Fiction,Paramount Pictures,-33.326758,-1.2494453430145462
8467,Dumb and Dumber,107,16.0,247.275374,2.95,37036,Comedy,New Line Cinema,231.275374,0.9352948102304761
8470,John Q,116,36.0,102.24477,3.38,2282,Drama,New Line Cinema,66.24477,0.647903750969365
8487,Wild Wild West,106,170.0,222.104681,2.32,13139,Action,Warner Bros.,52.104681,0.23459515020307023
8487,Wild Wild West,106,170.0,222.104681,2.32,13139,Science Fiction,Warner Bros.,52.104681,0.23459515020307023
8487,Wild Wild West,106,170.0,222.104681,2.32,13139,Comedy,Warner Bros.,52.104681,0.23459515020307023
8536,Superman II,127,54.0,190.458706,3.09,9930,Action,Warner Bros.,136.458706,0.7164739741537465
8536,Superman II,127,54.0,190.458706,3.09,9930,Science Fiction,Warner Bros.,136.458706,0.7164739741537465
8587,The Lion King,89,45.0,788.241776,3.8,45303,Animation,Walt Disney Pictures,743.241776,0.9429109172209111
8587,The Lion King,89,45.0,788.241776,3.8,45303,Drama,Walt Disney Pictures,743.241776,0.9429109172209111
8656,Deep Impact,120,75.0,140.464664,2.95,14219,Action,DreamWorks SKG,65.464664,0.46605788342611204
8656,Deep Impact,120,75.0,140.464664,2.95,14219,Romance,DreamWorks SKG,65.464664,0.46605788342611204
8656,Deep Impact,120,75.0,140.464664,2.95,14219,Drama,DreamWorks SKG,65.464664,0.46605788342611204
8656,Deep Impact,120,75.0,140.464664,2.95,14219,Action,Paramount Pictures,65.464664,0.46605788342611204
8656,Deep Impact,120,75.0,140.464664,2.95,14219,Romance,Paramount Pictures,65.464664,0.46605788342611204
8656,Deep Impact,120,75.0,140.464664,2.95,14219,Drama,Paramount Pictures,65.464664,0.46605788342611204
8665,K-19: The Widowmaker,138,100.0,35.168966,3.24,1821,Drama,Paramount Pictures,-64.831034,-1.8434159821474423
8665,K-19: The Widowmaker,138,100.0,35.168966,3.24,1821,History,Paramount Pictures,-64.831034,-1.8434159821474423
8676,Fool's Gold,112,70.0,111.231041,2.95,779,Romance,Warner Bros.,41.231041000000005,0.37067926928778816
8676,Fool's Gold,112,70.0,111.231041,2.95,779,Comedy,Warner Bros.,41.231041000000005,0.37067926928778816
8681,Taken,93,25.0,226.830568,3.7800000000000002,10092,Action,Canal+,201.830568,0.8897855777533475
8764,Top Secret!,90,9.0,20.45834,3.59,2884,Comedy,Paramount Pictures,11.45834,0.5600816097493736
8834,Conspiracy Theory,135,75.0,136.982834,3.33,12479,Action,Warner Bros.,61.982834,0.45248614143871485
8834,Conspiracy Theory,135,75.0,136.982834,3.33,12479,Drama,Warner Bros.,61.982834,0.45248614143871485
8843,The Cell,107,33.0,104.155843,3.02,9898,Horror,New Line Cinema,71.155843,0.6831670787782881
8843,The Cell,107,33.0,104.155843,3.02,9898,Science Fiction,New Line Cinema,71.155843,0.6831670787782881
8845,Under Siege,103,35.0,156.563139,3.12,7242,Action,Warner Bros.,121.563139,0.7764480182017812
8845,Under Siege,103,35.0,156.563139,3.12,7242,Action,Canal+,121.563139,0.7764480182017812
8849,Alfie,103,60.0,13.395939,2.93,1347,Comedy,Paramount Pictures,-46.604061,-3.4789693354082907
8870,Red Planet,106,80.0,33.463969,2.77,4112,Action,Warner Bros.,-46.536031,-1.3906309499629288
8870,Red Planet,106,80.0,33.463969,2.77,4112,Science Fiction,Warner Bros.,-46.536031,-1.3906309499629288
8872,Wayne's World,94,20.0,121.697323,3.45,14946,Comedy,Paramount Pictures,101.697323,0.8356578476257854
8913,Pet Sematary,103,11.5,57.469467,3.02,4103,Horror,Paramount Pictures,45.969467,0.7998937418368609
8913,Pet Sematary,103,11.5,57.469467,3.02,4103,Drama,Paramount Pictures,45.969467,0.7998937418368609
8914,Deep Blue Sea,105,60.0,73.648228,2.69,9061,Action,Warner Bros.,13.648228000000003,0.18531644780374082
8914,Deep Blue Sea,105,60.0,73.648228,2.69,9061,Science Fiction,Warner Bros.,13.648228000000003,0.18531644780374082
8916,Antz,83,60.0,171.757863,3.25,12526,Animation,DreamWorks SKG,111.75786299999999,0.6506710146946809
8916,Antz,83,60.0,171.757863,3.25,12526,Comedy,DreamWorks SKG,111.75786299999999,0.6506710146946809
8916,Antz,83,60.0,171.757863,3.25,12526,Animation,DreamWorks Animation,111.75786299999999,0.6506710146946809
8916,Antz,83,60.0,171.757863,3.25,12526,Comedy,DreamWorks Animation,111.75786299999999,0.6506710146946809
8984,Disclosure,123,55.0,214.015089,3.29,13371,Romance,Warner Bros.,159.015089,0.7430087744887932
8984,Disclosure,123,55.0,214.015089,3.29,13371,Drama,Warner Bros.,159.015089,0.7430087744887932
9007,Just Like Heaven,95,58.0,102.854431,3.48,1787,Romance,DreamWorks SKG,44.854431000000005,0.43609624363193455
9007,Just Like Heaven,95,58.0,102.854431,3.48,1787,Comedy,DreamWorks SKG,44.854431000000005,0.43609624363193455
9012,Jackass: The Movie,87,5.0,64.282312,2.92,4005,Comedy,Paramount Pictures,59.282312000000005,0.9222181056586763
9016,Treasure Planet,95,140.0,109.578115,3.43,2102,Animation,Walt Disney Pictures,-30.421885000000003,-0.2776273802483279
9016,Treasure Planet,95,140.0,109.578115,3.43,2102,Science Fiction,Walt Disney Pictures,-30.421885000000003,-0.2776273802483279
9021,The Santa Clause 2,104,65.0,172.855065,2.69,1302,Comedy,Walt Disney Pictures,107.855065,0.623962421928452
9023,Spirit: Stallion of the Cimarron,83,80.0,122.563539,3.11,1127,Animation,DreamWorks SKG,42.563539000000006,0.34727733343274303
9023,Spirit: Stallion of the Cimarron,83,80.0,122.563539,3.11,1127,Comedy,DreamWorks SKG,42.563539000000006,0.34727733343274303
9023,Spirit: Stallion of the Cimarron,83,80.0,122.563539,3.11,1127,Animation,DreamWorks Animation,42.563539000000006,0.34727733343274303
9023,Spirit: Stallion of the Cimarron,83,80.0,122.563539,3.11,1127,Comedy,DreamWorks Animation,42.563539000000006,0.34727733343274303
9036,Eight Below,120,40.0,120.455994,3.38,652,Drama,Walt Disney Pictures,80.455994,0.667928521680706
9037,Grease 2,115,13.2,15.171476,1.99,4207,Romance,Paramount Pictures,1.971476000000001,0.12994622276698725
9037,Grease 2,115,13.2,15.171476,1.99,4207,Comedy,Paramount Pictures,1.971476000000001,0.12994622276698725
9037,Grease 2,115,13.2,15.171476,1.99,4207,Drama,Paramount Pictures,1.971476000000001,0.12994622276698725
9040,Serpico,129,3.0,29.8,3.92,4769,Drama,Paramount Pictures,26.8,0.8993288590604027
9040,Serpico,129,3.0,29.8,3.92,4769,History,Paramount Pictures,26.8,0.8993288590604027
9062,Love Story,99,2.2,136.4,3.2,1118,Romance,Paramount Pictures,134.20000000000002,0.9838709677419356
9062,Love Story,99,2.2,136.4,3.2,1118,Drama,Paramount Pictures,134.20000000000002,0.9838709677419356
9093,The Four Feathers,132,35.0,29.882645,3.09,785,War,Paramount Pictures,-5.117355,-0.1712483951805471
9093,The Four Feathers,132,35.0,29.882645,3.09,785,Romance,Paramount Pictures,-5.117355,-0.1712483951805471
9093,The Four Feathers,132,35.0,29.882645,3.09,785,Drama,Paramount Pictures,-5.117355,-0.1712483951805471
9268,Eraser,115,100.0,242.295562,3.17,18835,Action,Warner Bros.,142.295562,0.5872809259296297
9268,Eraser,115,100.0,242.295562,3.17,18835,Drama,Warner Bros.,142.295562,0.5872809259296297
9271,Virtuosity,106,30.0,24.048,2.99,4885,Action,Paramount Pictures,-5.952000000000002,-0.24750499001996018
9271,Virtuosity,106,30.0,24.048,2.99,4885,Science Fiction,Paramount Pictures,-5.952000000000002,-0.24750499001996018
9273,Ace Ventura: When Nature Calls,90,30.0,212.385533,2.63,24212,Comedy,Warner Bros.,182.385533,0.8587474411451556
9281,Witness,113,12.0,68.706993,3.83,12627,Romance,Paramount Pictures,56.706993,0.8253452890886959
9281,Witness,113,12.0,68.706993,3.83,12627,Drama,Paramount Pictures,56.706993,0.8253452890886959
9285,Road Trip,93,16.0,119.754278,3.14,9215,Comedy,DreamWorks SKG,103.754278,0.8663930820074753
9286,Final Destination 3,93,25.0,117.719158,2.77,1474,Horror,New Line Cinema,92.719158,0.7876301493763658
9291,The Longest Yard,113,82.0,190.320568,3.09,2067,Comedy,Paramount Pictures,108.32056800000001,0.5691479861493478
9291,The Longest Yard,113,82.0,190.320568,3.09,2067,Drama,Paramount Pictures,108.32056800000001,0.5691479861493478
9306,The Island of Dr. Moreau,96,40.0,49.627779,2.5,6062,Horror,New Line Cinema,9.627778999999997,0.1939997959610483
9306,The Island of Dr. Moreau,96,40.0,49.627779,2.5,6062,Science Fiction,New Line Cinema,9.627778999999997,0.1939997959610483
